종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
1790,대한제당 ,3260,-40,-1.21,263,12.4,4974,0.66,180,5.52
1795,대한제당우 ,3440,95,2.84,,,,,185,5.38
1800,오리온홀딩스 ,16050,50,0.31,1289,12.45,31390,0.51,650,4.05
1810,무림SP ,3285,-5,-0.15,79,41.58,9248,0.36,25,0.76
1820,삼화콘덴서 ,56000,-700,-1.23,2272,24.65,16709,3.35,300,0.54
1840,이화공영 ,6550,-150,-2.24,15,436.67,2156,3.04,10,0.15
1880,DL건설 ,29400,-50,-0.17,7953,3.7,34403,0.85,550,1.87
1940,KISCO홀딩스 ,17900,-400,-2.19,2260,7.92,45645,0.39,300,1.68
2020,코오롱 ,33500,-1800,-5.1,10889,3.08,52610,0.64,500,1.49
2025,코오롱우 ,20150,-450,-2.18,,,,,550,2.73
2030,아세아 ,124000,-500,-0.4,22188,5.59,369251,0.34,2000,1.61
2070,비비안 ,3065,15,0.49,,,3376,0.91,0,0
2100,경농 ,13000,-250,-1.89,706,18.41,8886,1.46,250,1.92
2140,고려산업 ,3340,-15,-0.45,278,12.01,4108,0.81,35,1.05
2150,도화엔지니어링 ,7830,-80,-1.01,535,14.64,7617,1.03,280,3.58
2170,삼양통상 ,63900,-100,-0.16,17515,3.65,125195,0.51,1250,1.96
2200,한국수출포장 ,25750,-50,-0.19,2090,12.32,63143,0.41,600,2.33
2210,동성제약 ,8910,10,0.11,,,2105,4.23,0,0
2220,한일철강 ,3230,-5,-0.15,,,5895,0.55,0,0
2230,피에스텍 ,4710,-50,-1.05,25,188.4,6922,0.68,75,1.59
2240,고려제강 ,26800,-650,-2.37,366,73.22,59061,0.45,300,1.12
2270,롯데푸드 ,379500,-1500,-0.39,77191,4.92,672512,0.56,12000,3.16
2290,삼일기업공사 ,4390,-15,-0.34,195,22.51,4838,0.91,100,2.28
2310,아세아제지 ,46350,450,0.98,6057,7.65,70731,0.66,700,1.51
2320,한진 ,34350,-300,-0.87,575,59.74,73015,0.47,600,1.75
2350,넥센타이어 ,7600,30,0.4,,,14814,0.51,105,1.38
2355,넥센타이어1우B ,3335,-20,-0.6,,,,,110,3.3
2360,SH에너지화학 ,1095,0,0,,,808,1.36,0,0
2380,KCC ,327000,-6000,-1.8,72945,4.48,548119,0.6,5700,1.74
2390,한독 ,23750,100,0.42,1958,12.13,27703,0.86,300,1.26
2410,범양건영 ,8180,490,6.37,442,18.51,3269,2.5,0,0
2420,세기상사 ,6160,0,0,,,5066,1.22,0,0
2450,삼익악기 ,1820,0,0,120,15.17,2464,0.74,50,2.75
2460,화성산업 ,13200,-200,-1.49,2742,4.81,31644,0.42,650,4.92
2600,조흥 ,211000,4000,1.93,12528,16.84,222051,0.95,6000,2.84
2620,제일파마홀딩스 ,17000,-400,-2.3,745,22.82,25508,0.67,70,0.41
2630,오리엔트바이오 ,1345,10,0.75,,,418,3.22,0,0
2680,한탑 ,1345,-25,-1.82,,,2172,0.62,0,0
2690,동일제강 ,3215,-185,-5.44,18,178.61,7926,0.41,0,0
2700,신일전자 ,1960,20,1.03,115,17.04,1059,1.85,20,1.02
2710,TCC스틸 ,8290,-70,-0.84,,,4991,1.66,15,0.18
2720,국제약품 ,6060,50,0.83,120,50.5,3659,1.66,0,0
2760,보락 ,2130,50,2.4,7,304.29,735,2.9,4,0.19
2780,진흥기업 ,2105,5,0.24,140,15.04,811,2.6,0,0
2785,진흥기업우B ,5830,-140,-2.35,,,,,0,0
2787,진흥기업2우B ,14900,-50,-0.33,,,,,0,0
2790,아모레G ,50600,1000,2.02,74,683.78,33851,1.49,230,0.45
2795,아모레G우 ,18350,100,0.55,,,,,235,1.28
